"REF_DATE","GEO","DGUID","Trip duration","Main trip purpose","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Canada","2016A000011124","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335368","2.2.3.1","15639","A","","","0"
"2019-01","Canada","2016A000011124","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335373","2.2.4.1","739","B","","","0"
"2019-01","Canada","2016A000011124","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335378","2.2.5.1","2964","B","","","0"
"2019-01","Canada","2016A000011124","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335383","2.2.6.1","3936","B","","","0"
"2019-01","Canada","2016A000011124","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335388","2.2.7.1","800","B","","","0"
"2019-01","Canada","2016A000011124","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335393","2.2.8.1","3957","B","","","0"
"2019-01","Canada","2016A000011124","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335318","2.3.1.1","16605","A","","","0"
"2019-01","Canada","2016A000011124","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335365","2.3.2.1","5354","A","","","0"
"2019-01","Canada","2016A000011124","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335370","2.3.3.1","7838","A","","","0"
"2019-01","Canada","2016A000011124","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335375","2.3.4.1","272","B","","","0"
"2019-01","Canada","2016A000011124","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335380","2.3.5.1","180","C","","","0"
"2019-01","Canada","2016A000011124","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335385","2.3.6.1","891","B","","","0"
"2019-01","Canada","2016A000011124","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335390","2.3.7.1","943","B","","","0"
"2019-01","Canada","2016A000011124","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335395","2.3.8.1","1127","B","","","0"
"2019-01","United States","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335312","3.1.1.1","5986","A","","","0"
"2019-01","United States","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335329","3.1.2.1","3024","A","","","0"
"2019-01","United States","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335332","3.1.3.1","1085","B","","","0"
"2019-01","United States","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335335","3.1.4.1","93","C","","","0"
"2019-01","United States","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335338","3.1.5.1","913","B","","","0"
"2019-01","United States","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335341","3.1.6.1","261","B","","","0"
"2019-01","United States","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335344","3.1.7.1","275","B","","","0"
"2019-01","United States","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335347","3.1.8.1","335","B","","","0"
"2019-01","United States","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335317","3.2.1.1","2283","A","","","0"
"2019-01","United States","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335364","3.2.2.1","829","B","","","0"
"2019-01","United States","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335369","3.2.3.1","267","C","","","0"
"2019-01","United States","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335374","3.2.4.1","31","D","","","0"
"2019-01","United States","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335379","3.2.5.1","876","B","","","0"
"2019-01","United States","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335384","3.2.6.1","146","C","","","0"
"2019-01","United States","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335389","3.2.7.1","21","E","","","0"
"2019-01","United States","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335394","3.2.8.1","113","D","","","0"
"2019-01","United States","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335319","3.3.1.1","3702","A","","","0"
"2019-01","United States","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335366","3.3.2.1","2195","A","","","0"
"2019-01","United States","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335371","3.3.3.1","817","B","","","0"
"2019-01","United States","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335376","3.3.4.1","62","C","","","0"
"2019-01","United States","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335381","3.3.5.1","37","C","","","0"
"2019-01","United States","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335386","3.3.6.1","115","C","","","0"
"2019-01","United States","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335391","3.3.7.1","255","B","","","0"
"2019-01","United States","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335396","3.3.8.1","222","B","","","0"
"2019-01","Overseas","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335313","4.1.1.1","3291","A","","","0"
"2019-01","Overseas","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335330","4.1.2.1","2265","A","","","0"
"2019-01","Overseas","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335333","4.1.3.1","776","B","","","0"
"2019-01","Overseas","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335336","4.1.4.1","10","E","","","0"
"2019-01","Overseas","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335339","4.1.5.1","15","E","","","0"
"2019-01","Overseas","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335342","4.1.6.1","83","C","","","0"
"2019-01","Overseas","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335345","4.1.7.1","57","C","","","0"
"2019-01","Overseas","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335348","4.1.8.1","85","B","","","0"
"2019-01","Overseas","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335320","4.3.1.1","3291","A","","","0"
"2019-01","Overseas","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335367","4.3.2.1","2265","A","","","0"
"2019-01","Overseas","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335372","4.3.3.1","776","B","","","0"
"2019-01","Overseas","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335377","4.3.4.1","10","E","","","0"
"2019-01","Overseas","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335382","4.3.5.1","15","E","","","0"
"2019-01","Overseas","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335387","4.3.6.1","83","C","","","0"
"2019-01","Overseas","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335392","4.3.7.1","57","C","","","0"
"2019-01","Overseas","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335397","4.3.8.1","85","B","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335310","1.1.1.1","76928","A","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335321","1.1.2.1","25971","A","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335322","1.1.3.1","30787","A","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335323","1.1.4.1","1515","B","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335324","1.1.5.1","4525","B","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335325","1.1.6.1","5686","B","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335326","1.1.7.1","2785","B","","","0"
"2019-04","Total, all countries and regions","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335327","1.1.8.1","5658","B","","","0"
"2019-04","Total, all countries and regions","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335314","1.2.1.1","48302","A","","","0"
"2019-04","Total, all countries and regions","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335349","1.2.2.1","14386","A","","","0"
"2019-04","Total, all countries and regions","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335351","1.2.3.1","19323","A","","","0"
"2019-04","Total, all countries and regions","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335353","1.2.4.1","992","C","","","0"
"2019-04","Total, all countries and regions","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335355","1.2.5.1","4249","B","","","0"
"2019-04","Total, all countries and regions","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335357","1.2.6.1","4178","B","","","0"
"2019-04","Total, all countries and regions","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335359","1.2.7.1","1156","C","","","0"
"2019-04","Total, all countries and regions","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335361","1.2.8.1","4017","B","","","0"
"2019-04","Total, all countries and regions","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335315","1.3.1.1","28626","A","","","0"
"2019-04","Total, all countries and regions","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335350","1.3.2.1","11585","A","","","0"
"2019-04","Total, all countries and regions","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335352","1.3.3.1","11464","A","","","0"
"2019-04","Total, all countries and regions","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335354","1.3.4.1","523","B","","","0"
"2019-04","Total, all countries and regions","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335356","1.3.5.1","276","B","","","0"
"2019-04","Total, all countries and regions","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335358","1.3.6.1","1508","B","","","0"
"2019-04","Total, all countries and regions","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335360","1.3.7.1","1629","B","","","0"
"2019-04","Total, all countries and regions","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335362","1.3.8.1","1641","B","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335311","2.1.1.1","67033","A","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335328","2.1.2.1","21054","A","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335331","2.1.3.1","28659","A","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335334","2.1.4.1","1453","B","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335337","2.1.5.1","3346","B","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335340","2.1.6.1","5311","B","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335343","2.1.7.1","2104","B","","","0"
"2019-04","Canada","2016A000011124","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335346","2.1.8.1","5105","B","","","0"
"2019-04","Canada","2016A000011124","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335316","2.2.1.1","44978","A","","","0"
"2019-04","Canada","2016A000011124","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335363","2.2.2.1","13386","A","","","0"
"2019-04","Canada","2016A000011124","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335368","2.2.3.1","18644","A","","","0"
"2019-04","Canada","2016A000011124","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335373","2.2.4.1","986","C","","","0"
"2019-04","Canada","2016A000011124","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335378","2.2.5.1","3140","B","","","0"
"2019-04","Canada","2016A000011124","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335383","2.2.6.1","4022","B","","","0"
"2019-04","Canada","2016A000011124","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335388","2.2.7.1","954","C","","","0"
"2019-04","Canada","2016A000011124","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335393","2.2.8.1","3847","B","","","0"
"2019-04","Canada","2016A000011124","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335318","2.3.1.1","22055","A","","","0"
"2019-04","Canada","2016A000011124","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335365","2.3.2.1","7669","A","","","0"
"2019-04","Canada","2016A000011124","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335370","2.3.3.1","10015","A","","","0"
"2019-04","Canada","2016A000011124","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335375","2.3.4.1","467","B","","","0"
"2019-04","Canada","2016A000011124","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335380","2.3.5.1","205","C","","","0"
"2019-04","Canada","2016A000011124","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335385","2.3.6.1","1290","B","","","0"
"2019-04","Canada","2016A000011124","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335390","2.3.7.1","1150","B","","","0"
"2019-04","Canada","2016A000011124","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335395","2.3.8.1","1258","B","","","0"
"2019-04","United States","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335312","3.1.1.1","7301","A","","","0"
"2019-04","United States","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335329","3.1.2.1","3215","A","","","0"
"2019-04","United States","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335332","3.1.3.1","1526","B","","","0"
"2019-04","United States","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335335","3.1.4.1","46","D","","","0"
"2019-04","United States","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335338","3.1.5.1","1178","B","","","0"
"2019-04","United States","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335341","3.1.6.1","285","C","","","0"
"2019-04","United States","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335344","3.1.7.1","597","C","","","0"
"2019-04","United States","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335347","3.1.8.1","452","C","","","0"
"2019-04","United States","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335317","3.2.1.1","3324","B","","","0"
"2019-04","United States","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335364","3.2.2.1","1001","B","","","0"
"2019-04","United States","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335369","3.2.3.1","679","C","","","0"
"2019-04","United States","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335374","3.2.4.1","6","E","","","0"
"2019-04","United States","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335379","3.2.5.1","1109","B","","","0"
"2019-04","United States","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335384","3.2.6.1","157","D","","","0"
"2019-04","United States","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335389","3.2.7.1","203","E","","","0"
"2019-04","United States","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335394","3.2.8.1","170","E","","","0"
"2019-04","United States","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335319","3.3.1.1","3977","A","","","0"
"2019-04","United States","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335366","3.3.2.1","2214","A","","","0"
"2019-04","United States","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335371","3.3.3.1","847","B","","","0"
"2019-04","United States","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335376","3.3.4.1","40","D","","","0"
"2019-04","United States","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335381","3.3.5.1","70","D","","","0"
"2019-04","United States","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335386","3.3.6.1","129","C","","","0"
"2019-04","United States","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335391","3.3.7.1","394","B","","","0"
"2019-04","United States","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335396","3.3.8.1","282","C","","","0"
"2019-04","Overseas","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335313","4.1.1.1","2594","A","","","0"
"2019-04","Overseas","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335330","4.1.2.1","1702","A","","","0"
"2019-04","Overseas","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335333","4.1.3.1","602","B","","","0"
"2019-04","Overseas","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335336","4.1.4.1","15","E","","","0"
"2019-04","Overseas","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335339","4.1.5.1","1","E","","","0"
"2019-04","Overseas","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335342","4.1.6.1","90","E","","","0"
"2019-04","Overseas","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335345","4.1.7.1","84","C","","","0"
"2019-04","Overseas","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335348","4.1.8.1","100","C","","","0"
"2019-04","Overseas","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335320","4.3.1.1","2594","A","","","0"
"2019-04","Overseas","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335367","4.3.2.1","1702","A","","","0"
"2019-04","Overseas","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335372","4.3.3.1","602","B","","","0"
"2019-04","Overseas","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335377","4.3.4.1","15","E","","","0"
"2019-04","Overseas","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335382","4.3.5.1","1","E","","","0"
"2019-04","Overseas","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335387","4.3.6.1","90","E","","","0"
"2019-04","Overseas","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335392","4.3.7.1","84","C","","","0"
"2019-04","Overseas","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335397","4.3.8.1","100","C","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335310","1.1.1.1","101520","A","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335321","1.1.2.1","46551","A","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335322","1.1.3.1","36220","A","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335323","1.1.4.1","1683","C","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335324","1.1.5.1","5060","B","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335325","1.1.6.1","5827","B","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335326","1.1.7.1","1713","B","","","0"
"2019-07","Total, all countries and regions","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335327","1.1.8.1","4465","B","","","0"
"2019-07","Total, all countries and regions","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335314","1.2.1.1","59108","A","","","0"
"2019-07","Total, all countries and regions","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335349","1.2.2.1","24199","A","","","0"
"2019-07","Total, all countries and regions","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335351","1.2.3.1","21064","A","","","0"
"2019-07","Total, all countries and regions","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335353","1.2.4.1","1040","C","","","0"
"2019-07","Total, all countries and regions","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335355","1.2.5.1","4688","B","","","0"
"2019-07","Total, all countries and regions","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335357","1.2.6.1","4254","B","","","0"
"2019-07","Total, all countries and regions","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335359","1.2.7.1","719","C","","","0"
"2019-07","Total, all countries and regions","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335361","1.2.8.1","3143","B","","","0"
"2019-07","Total, all countries and regions","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335315","1.3.1.1","42412","A","","","0"
"2019-07","Total, all countries and regions","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335350","1.3.2.1","22352","A","","","0"
"2019-07","Total, all countries and regions","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335352","1.3.3.1","15156","A","","","0"
"2019-07","Total, all countries and regions","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335354","1.3.4.1","643","C","","","0"
"2019-07","Total, all countries and regions","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335356","1.3.5.1","371","C","","","0"
"2019-07","Total, all countries and regions","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335358","1.3.6.1","1573","B","","","0"
"2019-07","Total, all countries and regions","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335360","1.3.7.1","994","B","","","0"
"2019-07","Total, all countries and regions","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335362","1.3.8.1","1322","B","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335311","2.1.1.1","91523","A","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335328","2.1.2.1","41114","A","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335331","2.1.3.1","33848","A","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335334","2.1.4.1","1505","C","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335337","2.1.5.1","4136","B","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335340","2.1.6.1","5440","B","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335343","2.1.7.1","1370","B","","","0"
"2019-07","Canada","2016A000011124","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335346","2.1.8.1","4111","B","","","0"
"2019-07","Canada","2016A000011124","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335316","2.2.1.1","55946","A","","","0"
"2019-07","Canada","2016A000011124","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335363","2.2.2.1","22851","A","","","0"
"2019-07","Canada","2016A000011124","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335368","2.2.3.1","20490","A","","","0"
"2019-07","Canada","2016A000011124","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335373","2.2.4.1","1016","C","","","0"
"2019-07","Canada","2016A000011124","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335378","2.2.5.1","3845","B","","","0"
"2019-07","Canada","2016A000011124","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335383","2.2.6.1","4030","B","","","0"
"2019-07","Canada","2016A000011124","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335388","2.2.7.1","640","C","","","0"
"2019-07","Canada","2016A000011124","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335393","2.2.8.1","3075","B","","","0"
"2019-07","Canada","2016A000011124","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335318","2.3.1.1","35577","A","","","0"
"2019-07","Canada","2016A000011124","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335365","2.3.2.1","18263","A","","","0"
"2019-07","Canada","2016A000011124","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335370","2.3.3.1","13358","A","","","0"
"2019-07","Canada","2016A000011124","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335375","2.3.4.1","489","C","","","0"
"2019-07","Canada","2016A000011124","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335380","2.3.5.1","292","C","","","0"
"2019-07","Canada","2016A000011124","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335385","2.3.6.1","1410","B","","","0"
"2019-07","Canada","2016A000011124","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335390","2.3.7.1","730","B","","","0"
"2019-07","Canada","2016A000011124","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335395","2.3.8.1","1036","B","","","0"
"2019-07","United States","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335312","3.1.1.1","7514","A","","","0"
"2019-07","United States","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335329","3.1.2.1","4055","A","","","0"
"2019-07","United States","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335332","3.1.3.1","1558","B","","","0"
"2019-07","United States","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335335","3.1.4.1","158","C","","","0"
