,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,PCA1,PCA2,PCA3,FICA1,FICA2,FICA3,TSVD1,TSVD2,TSVD3,GRP1,GRP2,GRP3,SRP1,SRP2,SRP3
3492,0,0,0,0,-1.1960038562387048,0,1,0,0,2,0,0,0,0,0,0,3,-1.181926277037079,-0.9646601823657026,0,0,-3.112648435367345,0.3413400119458925,0.37538365676018454,-0.007210996070174285,0.012203206504692827,0.008828541752198205,0.2539089404189405,4.453344929053553,-0.3905507335935397,-0.7713300621574469,1.4608224765184445,0.6626001346136434,2.4984708515534653,-0.5876561964068421,-0.8725379408983787
3493,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,0,-0.6036209209792681,-0.9693404258066716,0,0,-2.909405805727672,-0.20939883633304918,2.143778699532588,-0.027120705273771827,0.006811728011726985,0.006123738595060002,-0.8415111324199864,2.8519452643635037,0.04895704361282402,0.5716708375685984,-1.5318462476014156,-0.3480082678776947,-3.792335153819166,-1.1186429945091096,2.6776705586284892
3494,0,0,1,1,-0.9516816739185228,1,2,1,0,0,0,0,2,0,0,1,0,0.684271754149477,-0.674948698045717,1,0,-1.7474129818815125,-1.9763530914983527,1.2567763620086105,-0.019500961226649845,0.009211122601531936,-0.012254914448091828,0.9219752567677865,2.267235017978204,2.6878734862537623,-1.7401990650995884,-10.058408157732202,0.4112201106662449,-15.24000601048993,2.4749192014137957,16.262062039530168
3495,1,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.35191235411625243,-0.9748816574278192,1,0,-2.8834664127979224,-1.4434028235298522,1.0024681685953232,-0.0171179576802722,0.013875685267760434,-0.006053737788419324,0.4872578556728925,4.107776468467238,2.0737685982516014,-1.3546245228871352,-5.94930273336943,0.16118634771426904,-11.586101720321274,2.874365405495733,10.122495147568593
3496,1,0,0,0,-0.3001558543980372,1,0,1,2,0,0,0,0,0,0,0,0,0.3170146171127639,-0.14616949569623175,0,2,-0.6062808636304334,0.4046378129044727,2.157642524161324,-0.02327949335419558,-0.00554865018533385,0.007426083201182876,1.6190809635670032,0.722858041129587,-0.8385079487277254,0.10786521994732563,-2.7152264474166867,-0.2430855498120332,-4.599089076174007,0.8191701222247986,4.188284223552949
3497,0,1,1,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.1508349170961516,-0.9402434406406469,0,0,-3.0979234114374083,-0.43625291308362785,0.7442079647569273,-0.012668669875494623,0.01300241154973242,0.002621793751527948,-0.046670902317050775,4.071816439918674,0.6278213683577284,-0.8816378996550728,-2.3401231193778202,0.16204899058418837,-3.8275362579795793,0.8924203124918373,4.8487194122734785
3498,1,0,0,0,0.4328106925625092,1,0,1,2,0,0,0,0,0,0,1,2,0.3469269631157543,0.4041344111577103,1,2,-0.5436380294295684,0.1792676442997179,1.0752660585426053,-0.011940016131103006,-0.0015880355947570346,0.003926915457224206,2.5167223658613476,1.528682971451826,-0.31224859548962497,0.9093624021735529,-4.687702907401219,-0.3269987117488512,-7.630108227036308,0.7243386232746447,8.34841816680445
3499,0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4577845790646555,-0.9989230966127968,1,0,-2.8785328881031105,1.116161537311302,-1.5885296654501955,0.015775758749242513,0.015622753564561343,0.012436773266790484,1.602069824794801,5.425965618388532,-1.187518804709698,-1.1963698811881223,3.276746476828888,0.8079901173254859,6.083238268580479,-1.4959723358294874,-5.146160507644393
3500,0,0,1,0,1.0436161483629645,1,2,1,0,2,2,0,0,2,1,1,2,0.9817334171792133,1.4689118705981754,0,3,2.311659856668897,-1.092347780862761,-0.16509529012780166,0.0025212023992899845,-0.007171045492277883,-0.013607200403400872,5.87787459807017,-0.7914106719127713,1.614409035351723,-3.2515061958456406,-3.977911254008743,-1.9023119353136486,-7.0072298653447564,5.943515458400786,11.004494433221021
3501,0,0,1,1,1.0843365120829946,1,2,0,2,0,2,2,2,0,2,1,3,0.3884718881199074,0.9873545584384678,0,3,2.339606245524028,0.4885439472767509,-0.9262742475323308,0.013803698652559078,-0.009027760376719615,-0.0011023268387012927,6.566284835390129,-0.09140512473525382,-0.4752179493712126,-0.23990866426337032,-4.208807701038164,-2.7622314130279695,-3.7752206593183186,0.4486848251307718,7.732925506669876
3502,1,0,0,0,0.4735310562825394,0,1,0,2,0,2,0,2,2,1,1,2,-0.357674964954682,0.06929831554838149,0,2,0.6979167279482318,-0.036489043559272585,-0.9943831181327545,0.011531782436972116,0.00021708747930530812,-0.0028604822203532904,4.425406819904691,1.0600859210344369,0.2319288317305665,0.8688956652734375,-4.835711900355514,-3.1188234611686334,-8.12159065711931,0.8366839184463206,7.580712459550143
3503,1,0,0,0,1.369379058123207,1,2,1,0,2,0,2,2,2,1,1,2,1.3124310202122718,2.0210260602924928,0,4,3.488084702835332,-1.211139257186041,-0.6904192629081698,0.009413927052042623,-0.010519863857128005,-0.017373170156437197,7.307182967265611,-1.696687411702426,1.838331497147663,-5.469968997309417,-1.9927723165528806,-1.8358686952859489,-5.807816097711749,8.080388089816136,8.710473306404085
3504,1,0,1,1,1.4508197855632678,1,0,2,1,1,1,1,1,1,2,0,0,-1.4893587220678115,-0.3998519361687574,0,4,2.1315872923922607,2.774745663653383,0.836899654122761,-0.0011276416409125496,-0.020193622004863833,0.021262172465165055,5.427698432359749,-0.8282633684324561,-3.9907136561795693,1.6038761605655445,0.6124461579489623,-1.0121132392628425,4.629771215667975,1.1719858304747481,-1.5526019765327201
3505,1,0,0,0,-0.9516816739185228,0,1,0,0,0,0,0,0,0,0,1,2,-1.3231790220511994,-0.9241495846573148,0,0,-3.1383190645962573,0.06764720071857407,1.1848204718671602,-0.01650996892988004,0.010343063255193395,0.007610333230875263,-0.2722513127263362,3.930049186862791,-0.1421049208124742,1.0629568529403515,-1.3405668260291341,-0.24916799034077117,-3.14144506821465,-1.4040391136252652,1.4221560661041497
3506,1,0,0,0,-0.5444780367182193,1,2,1,2,0,2,0,0,0,0,1,2,0.6643301901474837,-0.2787616754436853,0,1,-0.985702107857892,-0.6802444983276684,0.4737220418310622,-0.0076232440289224854,0.004809891933043083,-0.0034979622759856817,2.6027342450359825,2.4825639142767693,1.033408621798901,-0.4674534818561215,-4.386808072776545,-0.8749299543928042,-8.383985367011862,1.2771973383478177,8.380115533192969
3507,1,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9735791368475492,0,0,-2.7653425206552105,1.3000163836733143,-1.5825104661052962,0.016205413721329255,0.014582281970233668,0.01382652466670468,1.7213990805995578,5.325474011178793,-1.44888249660321,-1.3697871653723208,6.0145410112746145,0.2666604883952239,8.739020297212129,0.2968264448179061,-8.989002677280272
3508,0,0,0,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,0,1.624848856243503,2.4972849836511037,0,4,5.050481641360678,-0.7175649309105783,-0.2951400432792627,0.007996364831978867,-0.020411839274887322,-0.015308798254421399,8.304531446560638,-3.8119937591712945,0.9969963458509777,-3.924554257750696,-7.295556655169617,-5.373870546132409,-11.095479523269217,4.783480045570235,16.467003888862923
3509,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6601220189849164,-0.9883263190106027,0,0,-3.548004113401369,0.020759694503418167,0.3761217436761945,-0.008360939364070005,0.015084303032629027,0.006829482474158157,-0.17319343448647825,4.872307598913777,0.06491823509830341,0.1295751547915067,2.3713957280085416,0.780180220721097,1.9378632925357384,-0.563226821870203,-2.790305463865839
3510,0,0,0,0,-0.9924020376385532,1,2,1,0,0,0,0,0,0,0,1,2,0.3485887601159204,-0.7535193886419853,0,0,-2.62654890054117,-1.2297008566534118,0.9938728856072003,-0.01630371364980987,0.012136397531337417,-0.004674017069302699,0.46262641819809164,3.599808211703078,1.7327388632993987,-2.0162432151677545,-3.1302389431502364,0.379074986178075,-6.009946765217237,1.416773581268801,6.214517868671105
3511,1,0,0,0,0.8400143297628127,1,2,2,1,1,1,1,1,1,2,0,3,-1.3348116010523623,-0.4434311840577807,0,3,0.9238625453339728,1.7892604307260238,-0.8611893632604313,0.013863189566505346,-0.006225599219991314,0.012606189963525635,5.606350455970961,1.7955813682891384,-2.2344553840715586,-0.2719790335367923,2.4709256846043703,-0.9793693705149279,4.485329636671362,1.5387570399064028,-3.8911452422884394
3512,1,1,0,0,0.7585736023227521,1,2,2,1,1,1,1,1,1,1,0,0,-1.3215172250510334,-0.4515112269794536,0,3,1.2612692576911029,1.1892907355656281,1.0067275947173622,-0.00706011702696593,-0.012441519334467964,0.009382183860098996,4.6398659287302735,0.05751790103979545,-1.7302711940953106,-0.3147016588588859,-2.4310292881427658,-2.4303279514287492,-3.1322780074872467,2.868962180080455,2.9018896774813028
3513,1,0,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,0,0,-1.4561227820644893,-0.8901074366102664,0,0,-1.8914127064321231,1.220068073833025,0.19605816760145617,-0.0021000821502515934,0.004776511184494141,0.014018676822827359,1.352555072717128,3.1348898743891427,-1.673988959769308,-0.8668049382451232,0.8547686612858547,-0.3496046848626964,2.858333772738764,1.3790278869092611,-1.807379084379999
3514,1,0,1,1,1.1250568758030248,1,2,1,2,0,2,2,2,2,2,1,2,1.5234792392333694,1.9001565657674664,0,3,3.41458168745761,-0.6626332780593687,-1.4956934146330723,0.019074475736467353,-0.008959571553089395,-0.013618122503894704,7.568233265470522,-1.2358991562064527,1.1709746178338223,-3.2701445274151846,-5.667470234802129,-3.6660550608753373,-8.753040518874133,6.082003116403783,11.32209505777037
3515,1,0,0,0,-0.6259187641582801,1,0,0,2,2,0,0,0,0,0,1,1,-0.3078210549496983,-0.595693632229307,0,1,-1.4714782104011235,0.5443483210065787,1.5071782924248447,-0.017042349691203575,0.00025986954765060046,0.009250150178467096,1.4114799081166196,2.261200583699276,-0.8775999977775493,0.44233869859272557,-2.775090846021802,-0.5646965732896844,-4.483085804856923,-0.09445348758431416,7.565872273923762
3516,1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,1,2,-0.7132995229902325,-0.9535556425034034,1,0,-3.3706275234042162,-0.15373030992765316,0.9807010848329182,-0.01501160461765721,0.01270405393799429,0.005836756294338027,-0.36750795949274856,4.288763322454159,0.20526709165497425,0.8914709766578116,-1.1446450038048126,0.835150498081238,-3.170948863665636,-1.50482872476434,1.9982505839609086
3517,1,0,1,0,1.5322605130033284,1,0,1,2,2,2,2,2,2,1,1,0,1.4869197052297147,2.3186409745741146,1,4,4.3870131767410765,-0.29430327175493937,-0.45746073482816946,0.009745308650403645,-0.01794719504670141,-0.010742358038052399,7.652236390796619,-3.1222157122791665,0.4183098899476867,-2.319595104329586,-6.925421548803368,-3.003116940434428,-11.384281907791514,3.9463481103396636,15.767363954139904
3518,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.5059766920694733,-0.9995633185929296,0,0,-2.8267739764746604,1.2967686471288005,-1.593110600565255,0.01623862361285748,0.014910770863573817,0.013890788909526053,1.6847262418147526,5.410193336349663,-1.4393644879141125,-1.4304654469807878,6.1101560336783605,0.34575656233642815,8.86720216737284,0.21174760428412864,-9.134655916400533
3519,1,1,0,0,0.4328106925625092,1,2,1,0,0,0,0,2,0,0,1,2,0.6676537841478158,0.6014993939985752,0,2,0.06384398751800696,-1.6175118599535216,0.5217041531129567,-0.0086513549473269,0.0023373849131855416,-0.013300802327443722,3.3126203688278726,1.0846914306181534,2.296472552883937,-1.8381095598190813,-5.11606099559575,-2.0885550540058584,-10.679943510776017,5.910025025446426,9.390420740059978
3520,0,0,1,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,3,-1.5009913010689746,-0.8693112605659603,0,1,-1.8387174848093208,1.5560444732180543,-1.3820164826843768,0.01565500677614307,0.008926897851200821,0.014691802443043144,2.615145976905535,4.363071501249392,-1.8485456588989355,-1.1096570617335797,4.410804015529269,1.1544020071579608,8.248843593249347,-0.7707420778471857,-6.78450388651206
3521,0,0,1,1,1.002895784642934,1,0,0,2,2,0,0,0,0,1,0,2,-0.3759547319565093,0.3398472937043995,0,3,0.8897963657067506,1.6166824696596733,1.2343965484980282,-0.00915975171709255,-0.012649686665152472,0.014003411442650287,3.9543370046069524,0.1423595280465103,-2.38284294371347,0.7906287838212949,-1.8868384963115972,-0.6132297536301309,0.9730632802188595,1.6775139522644138,4.84079536078629
3522,1,0,1,1,0.18848851024232705,1,0,2,1,1,1,1,1,1,1,0,1,-1.4943441130683104,-0.7092116122928113,0,2,-0.15147941082917377,2.0771970924406267,-0.08004640892857935,0.00465242077611708,-0.004663383212758686,0.017993901706332752,3.5778452038230593,1.9077259096230508,-2.82690952326637,0.19350581318744928,2.1021594359353197,-0.19698915309506562,5.751967983571083,1.376839718840791,-3.5994494760678686
3523,0,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,1,1.5733331492383529,2.509073898733544,0,4,4.949709774424058,-0.411910128082933,-0.8965934719365234,0.014955270082860036,-0.018752760659823092,-0.01331781462939589,8.578913382084853,-3.296447700067734,0.6703352358199229,-4.2369462756069485,-5.487941151016967,-4.044294992037158,-8.171632180086437,5.328458936066625,12.512883742642387
3524,0,1,0,0,-0.8702409464784621,1,2,1,0,0,0,0,0,2,0,1,1,0.6659919871476498,-0.6077474667518029,1,0,-1.9962002432989765,-2.1076071722759306,0.7285710577295029,-0.01434707649463143,0.012494209170806977,-0.01366213184542724,0.9956639476992372,2.8592283034606436,2.9686465839387806,-3.2811107261762142,-8.293006705510377,-0.8732311433578849,-14.355993566855368,4.719902167527426,13.798378126589398
3525,0,1,1,0,0.7178532386027215,1,2,1,0,2,2,0,2,0,0,1,2,1.0066603721817051,1.1503683205522202,1,3,1.7603471307431389,-1.6166336934903467,-0.09235599513191685,5.280479772101434e-05,-0.0034467233573427366,-0.01705585661258019,5.476783995800656,-0.1272272206719373,2.377857623547077,-1.7801809380802975,-7.885203991399649,-1.618307513089925,-13.12964533956055,4.840518741256148,16.450985177609706
3526,1,1,0,0,-1.1145631287986442,1,0,0,0,0,2,0,0,0,0,0,2,-0.478986145966809,-0.903397561853018,1,0,-2.92934592169321,-0.15143675101734477,0.3553244540409371,-0.007710569750680811,0.012760386509468504,0.004250940105883693,0.20163047141194618,4.0136846197476075,0.26291683124806364,0.98455532130754,-0.0875022431760603,-0.6752839898151302,-1.7026469682807959,-0.13715838414083148,-0.5240710026602137
3527,1,0,1,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,0,0.32698539911376057,-0.9752128067278876,1,0,-2.406805165538223,-1.4408775852476614,2.1626794531209166,-0.029068216563309424,0.007763002572865937,-0.005297078597748512,0.13996537694610744,2.7610038586727725,1.8490422360153647,-0.8360908466061625,-8.303837668737923,1.2916150084594262,-14.850277431527967,0.7730449643567947,13.337707454116815
3528,1,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,1,3,-1.4976677070686424,-0.8569704299834051,1,1,-1.9671809062232577,1.2108129893794046,-1.3530421575162848,0.0145287565913366,0.010361274447392257,0.011986990077552256,2.7031389878689853,4.67643967954134,-1.3333415752593534,-0.10352998670404463,2.1640986799880397,0.7215397063296819,3.284111748821915,-0.7792206175101888,-2.2851856194759668
3529,1,1,1,0,-1.2367242199587352,1,0,1,0,0,2,0,0,0,0,1,2,0.31369102311243185,-0.9462924345218996,0,0,-2.7188358901054666,-0.4655038875249828,0.11891514620620937,-0.0055010494694814355,0.01343296645910376,0.0008719198070739591,0.669118123791396,4.050638918914296,0.7571781334720272,-0.07802953855262851,-0.9845108272258812,-0.33869454091778023,-3.3729059138478217,1.1641836403193149,3.198799979781352
3530,0,0,0,0,-0.6259187641582801,1,2,0,0,0,2,2,2,0,0,1,3,0.14086413509515494,-0.5189332244734136,0,1,-1.0444908435106015,-0.8888049893086863,-1.100658153525787,0.008912678600638707,0.010939417194833405,-0.007302802610877425,3.077362099511987,3.151842109743639,1.5317496027714461,-2.073939698625155,0.5007806655242264,0.07471963799924675,-0.5116980321180159,-0.7638190127769771,0.9008741267829842
3531,0,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,1,0,1,-1.5093002860698053,-0.8776562229276883,0,1,-1.2853102757457802,1.702540255077186,-0.2955808031827215,0.004878102343557403,0.002319639864938768,0.016450726392610776,2.297748161694211,2.9067624225269495,-2.277921186817113,-0.5118706138503373,2.8459628136285433,-1.0744211467550848,6.274584938553217,-1.5979485481371944,-4.639744735451897
3532,0,0,0,0,-0.7073594915983407,1,0,0,0,0,2,0,0,2,0,1,2,-0.17653909193657447,-0.6140172268331011,1,1,-1.6648737204323836,-0.6239702643028744,-0.3518996044560622,0.0005701152296157912,0.010571997468822324,-0.0029471375631068253,1.7119172543349837,3.0146501768063336,0.9998132959493085,-0.5536844191576312,-1.086966581120925,0.25711536470679036,-2.3488570505286095,-0.2126528874908008,2.658245616658175
3533,0,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,1,1,3,-1.4943441130683104,-0.9206173254565836,0,0,-2.3954313668725695,1.4502917684327146,-1.617062639618055,0.017317167561535462,0.012580035414512832,0.014430492954979137,2.10218557230019,4.9739327621665295,-1.6638434374240756,-0.6427299625004244,3.4130630304828893,-1.1956986726358212,6.7272649970043155,-1.7549564403061946,-4.00581131054562
3534,0,0,0,1,0.5549717837226001,1,0,1,2,2,0,2,2,2,1,1,0,1.3440051632154282,1.1212934120062004,1,2,1.886764184081122,-0.46224927777596286,-0.23289157749202255,0.003939445204730429,-0.006687098275376207,-0.007551205388257879,4.948119955343377,-0.8364935473663948,0.6546346467161727,-3.7217805209630592,-7.18530333056743,-2.502353648995023,-9.197571730990404,4.534312742571727,15.944802708086073
3535,1,0,1,1,1.2879383306831464,1,2,1,0,2,2,2,2,2,2,1,1,1.476948923228718,1.9682850151015716,0,4,4.371010612522334,-0.884332457578668,-0.8305804155536327,0.012633295899437555,-0.015017030572651434,-0.016284480556924615,8.180347306354866,-2.5759233252209874,1.3647065329269237,-4.4427581257176385,-3.6856654139707086,-2.8343359329754576,-6.322129548289139,7.930037900304901,11.274503182908388
3536,0,0,0,0,-1.2774445836787656,1,2,1,0,2,0,0,0,0,0,1,3,0.4782089261288782,-0.9732038343074716,0,0,-2.6781056918308517,-1.0775021329204668,0.21263622457976708,-0.007633584117574251,0.014589271088175279,-0.004328348965842435,1.1551318270917106,4.418580988998346,1.685414215119134,-3.12438059077247,-1.4340990218928686,1.2373833193111292,-3.449332040964925,2.5557578641828123,6.817754521757914
3537,1,0,1,1,-0.3001558543980372,1,0,0,0,2,2,0,0,0,1,0,3,-0.3693075439558449,-0.4096760320707915,0,2,-0.6436636529792839,1.0266231372880597,-0.16035498483982263,0.0029118012066663384,0.000732305382864836,0.009715257153646472,3.2063642015584506,2.4925066466237036,-1.301334657751887,0.25098280642718296,3.957278418709768,0.6935846492071905,6.884205677721443,2.0049090750757754,-3.218475763484941
3538,1,0,1,1,1.5729808767233588,1,0,1,2,2,2,2,2,0,2,0,1,1.177825463198816,2.1748559484843435,0,4,4.088525309001164,1.074742726380496,-0.28414017108456685,0.010130378075530598,-0.02086091159828265,0.00176422020368388,7.444537338894184,-2.693450934196071,-1.5107443427811817,-1.1968368142674406,-1.6410046746517633,-3.4623321858157365,-0.8148916801839479,3.8328254573593683,6.639346211782038
3539,1,0,0,0,-0.9924020376385532,1,0,0,0,0,0,0,0,0,0,1,3,-0.6518130339840859,-0.8145833195746287,1,0,-3.424682243192505,-0.13108751891059958,0.4067368675041492,-0.008832302286548212,0.014822680942962501,0.005352983288646939,-0.05064954347300066,4.7410958315857465,0.27526632368466664,0.7478193367776109,-0.0881148550479328,0.9747394941029518,-1.6740069981572245,-1.0243054397305598,0.6242582251367426
3540,0,0,1,1,1.6137012404433893,1,0,1,2,2,2,2,2,2,2,1,0,1.4586691562268908,2.40328273567164,0,4,4.778448191294837,0.24907124051654872,-0.5601787916304307,0.012373275849431565,-0.020885282833470638,-0.006891536130918973,7.9473011221289385,-3.574433664398148,-0.36056588635259623,-2.865029665010253,-5.387862181916265,-4.558478873934284,-5.7465510900816295,4.813807210883979,13.596557801723824
3541,0,0,1,0,0.6771328748826912,0,1,0,2,0,0,0,2,0,0,0,0,-0.801374763999037,-0.0938479062853984,0,3,0.8058343854010276,0.5507797418527726,1.9361406284897829,-0.018888081104208566,-0.011732281900849278,0.005939559962758294,3.0529393438865533,-0.6402353121373058,-1.0456169883427866,1.8901996108714347,-7.50555494546784,-0.7490695376013646,-9.648350728253599,-1.6786206118534521,9.260892789062806
3542,1,0,1,1,-0.13727439951791576,0,1,0,2,2,2,2,0,2,1,1,1,-0.31280644595019663,-0.28538466144505664,0,2,0.9351618211992048,0.9689215974731854,-0.13403166518053458,0.004443961216261738,-0.00650098595280496,0.0065212735524274625,4.664504845716517,0.7862640531749611,-1.2729326293585945,-1.07086996975807,-3.705465064287551,-1.057870598965881,-3.804801141533168,1.291893282411086,8.837053654371593
3543,1,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,0,2,2,0,0,1.3572995392167568,2.339326767518397,0,4,4.730753617334164,0.07176699533650996,0.6030903869017628,-0.0005889212602231684,-0.024093688414187547,-0.006769060327691943,7.7712170739977315,-3.7302285202877203,-0.21677880634781013,-3.3868994999615785,-5.329124481222676,-3.7266156791077116,-8.682795774428392,5.535961595028253,11.986781774350678
3544,1,0,1,0,-0.05583367207785506,1,2,1,0,2,2,0,2,0,0,0,2,0.965115447177552,0.3250559583013369,1,2,0.4980541902455892,-1.4436164704020744,-0.3550167851941508,0.0016844857145675912,0.002806028520786974,-0.013738483714641361,4.338603710008887,1.2744810563949904,2.192483092627592,-2.049851026544959,-4.120795841553979,0.7463645336336662,-9.060825366168928,4.143069045050511,9.809243504351327
3545,0,0,0,0,0.7178532386027215,1,2,1,0,0,0,0,2,2,0,1,2,1.0282637331838649,1.080186745557689,0,3,1.3513643793110293,-2.014398186110999,-0.230174814848357,0.0002858511521525701,-1.2093532247678442e-05,-0.019949599823407757,4.723710301620978,-0.043895567279028165,2.914724384370239,-4.0116754030633555,-4.411276587832318,-0.9419445180805265,-8.864147612484285,6.54463932339301,8.910906953899827
3546,1,0,1,0,1.5729808767233588,1,2,0,2,0,2,2,2,2,2,0,2,0.612814483142334,1.6967205124253442,0,4,3.9385826133227817,0.09259366426494733,-1.0532745572515174,0.01637900263076356,-0.014918024000755602,-0.007445129713413018,7.870089463579975,-1.9748756463504689,0.02630953666552262,-1.8135417584774636,-3.3907132278818253,-3.146502497932179,-5.958003819293466,3.3024284379850406,5.519368584300181
3547,1,1,1,0,1.5322605130033284,1,2,0,2,2,2,2,2,2,2,0,1,0.8404806721650927,1.7882501789642953,0,4,4.5324311976890055,-0.06556598693079257,-0.6171588827402755,0.012089607812066661,-0.018701533316985174,-0.009245650207423703,8.276669709147201,-2.7860083458719056,0.17615527115784888,-2.7076021817338956,-5.854566251875934,-4.701946205956277,-9.589043296634815,5.867048118348921,12.00617556836891
3548,1,0,0,0,1.5729808767233588,1,2,1,2,0,0,2,0,2,1,0,1,1.0930738161903435,1.9447513381767,0,4,3.310841223800043,-0.18156164806402253,0.8874738340699672,-0.0058838567801295025,-0.017798369509157065,-0.0061021749409241885,6.265990300052876,-2.4158966723914923,0.13516887044497528,-3.6679514236092494,-3.7056015944180247,-2.156773849779553,-6.77895632749566,5.868528219934184,6.615694343794577
3549,1,0,1,1,1.1657772395230557,1,0,0,2,2,2,2,0,0,2,1,0,0.10928999209199854,0.827850978905442,0,4,3.1285871384994914,1.941504161737709,1.4780803778569607,-0.008429956640440996,-0.02469974239215291,0.013241369359315006,6.025306971917015,-2.2794396492419247,-2.936591088299003,1.2360558952607532,-2.9175053265546853,-2.4673739842156848,-1.4030756546053684,-0.09725037922047752,8.30559527329152
3550,1,0,0,0,-0.015113308357824713,1,0,1,0,0,0,2,2,2,0,1,2,1.0448817031855258,0.3974231186763208,1,2,0.060165560969702034,-1.1421002884037115,-1.1005020620246422,0.009781069453929118,0.006519784569173937,-0.011392842374781319,3.7464099446938395,1.6207698041169607,1.8076463055422216,-3.729906772858349,-1.0199734270786158,0.7731776767279405,-4.350835328038435,3.7566838915265666,4.2501150891476485
3551,0,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,0,2,0,1,2,0.4931650991303729,-0.9730051447274304,1,0,-2.8628292744375834,-1.0253947941212802,-0.19832135995916608,-0.003320965390712326,0.0166833730402825,-0.004113129011428494,0.5074569428333824,4.1831383249828775,1.5770413752065184,-2.7002872766919155,-2.2705729907836627,1.4208309964145163,-3.148342376878048,3.3526875011171184,5.231281347465113
3552,1,0,0,0,1.4508197855632678,1,2,1,2,2,2,0,0,2,2,1,0,1.2409737492051285,2.1485185408188903,0,4,4.210687572562419,-0.48186770703317844,1.0162598499921096,-0.006745307088483861,-0.021576100629514743,-0.010067887285137054,7.133613580847562,-3.370453772965765,0.5265576258970706,-1.8940700275224758,-7.727158671716454,-4.990102986470805,-12.759215102853496,6.012382814646317,16.53143647003481
3553,1,0,0,0,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,0,0,-1.3746947290563494,-0.3769143279840081,0,4,2.3007426338002523,1.8352847709691142,1.089681878697728,-0.005445996647580684,-0.019277006877664454,0.01324003103954005,5.723932513025492,-0.9227397427011779,-2.6637451486391495,0.5147617920151991,-1.1241581481609555,-1.6935157037090143,-0.4447344562741249,0.9572119622403641,1.0104192339100126
3554,0,0,0,1,-1.0331224013585834,1,0,1,0,0,0,0,0,0,0,1,2,0.2089978121019659,-0.7994608348714975,0,0,-3.0082473436278683,-0.3388392453748852,0.7091716051300273,-0.011990895356816944,0.012442492511511445,0.0032553904726280265,-0.0568656135403308,3.8966811077107257,0.4792745129739434,-1.2450442241839546,-0.011063692429430673,0.5404362516594685,0.9123059385934651,1.6770363009678253,1.7055175550104196
3555,1,0,0,0,-0.5037576729981889,1,2,1,0,0,0,0,2,0,0,1,2,0.6809481601491449,-0.2423131758161386,1,1,-1.3114870263089655,-1.811647243152956,0.2772998938409614,-0.008062957071996463,0.01004495414521616,-0.01291461508155228,2.167066452904951,2.6811781190763506,2.643412706806975,-1.5730756508455714,-5.778446386412918,0.46007658086469166,-11.855050832364451,2.863486160357261,10.336080227820167
3556,1,0,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,1,0,3,-1.5059766920694733,-0.9580371963643314,0,0,-2.3753018760574602,1.7407347616518105,-1.670971482594019,0.01848163256134678,0.011881396775412053,0.016816721451860223,2.260871783397728,5.097399327623485,-2.052805130556002,-0.9697426319819908,4.672969869728676,0.07366342050629197,8.868343295291698,1.2397306249725804,-7.150094740441066
3557,0,1,0,0,0.025607055362205637,0,1,0,2,2,2,0,2,2,0,1,0,-0.17653909193657447,-0.17601708594241175,0,2,0.9511760949909561,-0.5196595636763055,0.08313218535253145,-0.0007336007842562945,-0.0032698860118004695,-0.005997498498495479,4.031379595941301,0.09141561034363113,0.7289221867286965,-0.6065532580027887,-8.564311832486073,-3.723433803996886,-12.566466909274387,2.2585550016178937,15.753676677775768
3558,1,0,1,1,-0.1779947632379461,1,2,1,0,0,0,0,2,2,1,0,0,0.9119379431722362,0.12577030952007426,0,2,0.7370894447644392,-1.5685742003377723,0.6065320477809766,-0.00864837237267523,-0.001192398752681553,-0.01393340531238978,3.6093841601704306,0.03891811090469922,2.149248983576719,-3.5976541570781775,-5.6345281157104194,-0.5005944009470845,-9.949896689684639,7.499630232882603,9.05723564100567
