,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,YearBuilt,1stFlrSF,YearRemod/Add,GarageYrBlt,FullBath,TotRmsAbvGrd,Fireplaces,MasVnrArea,BsmtFinSF1,LotFrontage,WoodDeckSF,OpenPorchSF,HalfBath,BsmtFullBath,2ndFlrSF,LotArea,BsmtUnfSF,BedroomAbvGr,ScreenPorch,PoolArea,3SsnPorch,BsmtFinSF2,MiscVal,BsmtHalfBath,Order,YrSold,LowQualFinSF,OverallCond,KitchenAbvGr,EnclosedPorch
1553,1,733,2.0,487.0,0.0,1952,733,1952,1952.0,1,4,0,0.0,0.0,80.0,0,0,0,0.0,0,14584,0.0,2,0,0,0,0.0,0,0.0,1554,2008,0,5,1,0
1554,4,1361,1.0,185.0,173.0,1895,825,1950,1895.0,1,6,0,0.0,0.0,60.0,0,123,0,0.0,536,5280,173.0,2,0,0,0,0.0,0,0.0,1555,2008,0,7,1,0
1555,4,1317,1.0,250.0,649.0,1920,649,1950,1920.0,1,6,0,0.0,0.0,50.0,0,54,0,0.0,668,8500,649.0,3,0,0,0,0.0,0,0.0,1556,2008,0,4,1,172
1556,4,1049,1.0,195.0,356.0,1910,671,2000,1910.0,1,5,0,0.0,0.0,52.0,0,0,0,0.0,378,5150,356.0,2,0,0,0,0.0,0,0.0,1557,2008,0,7,1,0
1557,3,894,3.0,1248.0,894.0,1935,894,1950,1994.0,1,6,0,0.0,0.0,120.0,0,20,0,0.0,0,18000,894.0,2,0,0,0,0.0,560,0.0,1558,2008,0,4,1,0
1558,4,864,1.0,216.0,592.0,1920,432,1950,1920.0,1,5,0,0.0,0.0,60.0,0,30,1,0.0,432,9000,592.0,3,0,0,0,0.0,0,0.0,1559,2008,0,6,1,160
1559,8,1652,2.0,482.0,1600.0,2008,1652,2008,2008.0,2,5,1,186.0,1480.0,64.0,162,53,0,1.0,0,5587,120.0,2,0,0,153,0.0,0,1.0,1560,2008,0,5,1,0
1560,8,1648,2.0,525.0,1596.0,2007,1648,2008,2007.0,2,5,1,186.0,1476.0,44.0,162,53,0,1.0,0,3843,120.0,2,0,0,153,0.0,0,1.0,1561,2008,0,5,1,0
1561,7,1646,2.0,482.0,1594.0,2004,1646,2005,2004.0,2,5,1,174.0,1474.0,44.0,128,53,0,1.0,0,3811,120.0,2,155,0,0,0.0,0,1.0,1562,2008,0,5,1,0
1562,8,1646,2.0,482.0,1594.0,2004,1646,2005,2004.0,2,5,1,174.0,1373.0,44.0,128,53,0,1.0,0,3842,221.0,2,155,0,0,0.0,0,1.0,1563,2008,0,5,1,0
1563,7,2032,3.0,786.0,1840.0,1996,2032,1997,1996.0,3,7,0,668.0,700.0,0.0,0,46,0,1.0,0,23730,1140.0,3,0,0,0,0.0,0,0.0,1564,2008,0,5,1,192
1564,8,1689,3.0,857.0,1568.0,2002,1689,2002,2002.0,2,7,2,148.0,1218.0,0.0,150,59,0,1.0,0,13265,350.0,3,0,0,0,0.0,0,0.0,1565,2008,0,5,1,0
1565,7,1820,3.0,816.0,910.0,1996,910,1997,1996.0,2,8,1,0.0,0.0,0.0,318,32,1,0.0,910,11050,910.0,3,0,0,0,0.0,0,0.0,1566,2008,0,5,1,0
1566,6,1118,1.0,358.0,1096.0,1977,1118,1977,1977.0,1,6,1,0.0,522.0,76.0,203,0,0,1.0,0,9880,574.0,3,0,576,0,0.0,0,0.0,1567,2008,0,6,1,0
1567,6,1279,2.0,473.0,1196.0,1977,1279,1977,1980.0,2,6,2,0.0,641.0,75.0,238,83,0,0.0,0,10125,276.0,3,0,0,0,279.0,0,1.0,1568,2008,0,6,1,0
1568,5,1872,2.0,484.0,0.0,1976,936,1976,1976.0,2,8,0,0.0,0.0,76.0,0,0,2,0.0,936,10260,0.0,4,0,0,0,0.0,0,0.0,1569,2008,0,4,2,0
1569,4,1689,2.0,432.0,1680.0,1991,1689,1991,1991.0,2,6,1,0.0,1383.0,74.0,428,120,0,1.0,0,9990,297.0,3,0,0,0,0.0,0,0.0,1570,2008,0,5,1,0
1570,5,1786,2.0,529.0,1499.0,1965,1619,1965,1965.0,2,7,2,0.0,1249.0,0.0,670,0,0,2.0,167,164660,103.0,3,0,0,0,147.0,700,0.0,1571,2008,0,6,1,0
1571,7,1501,2.0,512.0,1277.0,1986,1501,1986,1986.0,2,6,1,340.0,893.0,42.0,240,0,0,1.0,0,4084,384.0,2,0,0,0,0.0,0,0.0,1572,2008,0,6,1,0
1572,8,2898,2.0,665.0,1565.0,1976,2898,1976,1976.0,2,10,1,0.0,1165.0,0.0,0,72,0,1.0,0,15498,0.0,2,0,0,0,400.0,0,0.0,1573,2008,0,6,1,174
1573,8,1537,3.0,788.0,1518.0,2006,1537,2007,2007.0,2,8,0,258.0,1036.0,74.0,0,26,0,1.0,0,11563,482.0,3,0,0,0,0.0,0,0.0,1574,2008,0,5,1,0
1574,8,1646,3.0,800.0,1638.0,2007,1646,2008,2008.0,2,7,1,338.0,1513.0,71.0,192,44,0,1.0,0,9520,125.0,3,0,0,0,0.0,0,0.0,1575,2008,0,5,1,0
1575,8,1780,2.0,612.0,920.0,2007,920,2007,2007.0,2,6,1,0.0,770.0,107.0,0,192,1,1.0,860,12852,150.0,3,0,0,0,0.0,0,0.0,1576,2008,0,5,1,0
1576,5,1442,2.0,400.0,352.0,2006,712,2007,2007.0,2,6,0,0.0,0.0,73.0,100,0,1,0.0,730,9802,352.0,3,0,0,0,0.0,0,0.0,1577,2008,0,5,1,0
1577,5,1394,2.0,400.0,384.0,2006,754,2007,2007.0,2,7,0,0.0,0.0,73.0,100,0,1,0.0,640,9735,384.0,3,0,0,0,0.0,0,0.0,1578,2008,0,5,1,0
1578,7,1612,3.0,666.0,796.0,2008,796,2008,2008.0,2,6,0,60.0,0.0,81.0,0,64,1,0.0,816,12018,796.0,3,0,0,0,0.0,0,0.0,1579,2008,0,5,1,0
1579,6,1495,2.0,438.0,1495.0,1989,1495,1989,1989.0,2,8,1,128.0,0.0,75.0,252,0,0,0.0,0,12890,1495.0,3,0,0,0,0.0,0,0.0,1580,2008,0,5,1,192
1580,6,1651,2.0,616.0,1606.0,1986,1651,1986,1986.0,2,7,1,132.0,1398.0,47.0,192,0,0,1.0,0,12416,0.0,3,0,0,0,208.0,0,0.0,1581,2008,0,5,1,0
1581,6,1256,2.0,578.0,1256.0,1986,1256,1986,1986.0,2,6,1,228.0,920.0,93.0,282,0,0,0.0,0,18265,276.0,3,0,0,0,60.0,0,0.0,1582,2008,0,5,1,0
1582,6,1509,2.0,600.0,1461.0,1988,1509,1989,1988.0,2,5,1,219.0,783.0,85.0,224,0,0,1.0,0,10200,678.0,3,0,0,0,0.0,0,0.0,1583,2008,0,5,1,0
1583,8,1440,2.0,467.0,1432.0,2003,1440,2003,2003.0,2,7,1,206.0,1029.0,82.0,185,95,0,1.0,0,11202,403.0,3,0,0,0,0.0,0,0.0,1584,2008,0,5,1,0
1584,6,1675,2.0,435.0,1666.0,1999,1675,2000,1999.0,2,6,0,0.0,1223.0,0.0,165,52,0,1.0,0,7915,443.0,3,0,0,0,0.0,0,0.0,1585,2008,0,5,1,0
1585,8,2262,3.0,749.0,1482.0,2003,1482,2003,2003.0,2,10,2,226.0,871.0,85.0,168,0,1,1.0,780,12244,611.0,4,0,0,0,0.0,0,0.0,1586,2008,0,5,1,0
1586,8,1728,2.0,520.0,1884.0,2007,1728,2007,2007.0,2,7,1,0.0,1011.0,79.0,0,276,0,1.0,0,11449,873.0,3,0,0,0,0.0,0,0.0,1587,2008,0,5,1,0
1587,8,1964,3.0,892.0,1964.0,2005,1964,2006,2005.0,2,7,1,674.0,1571.0,85.0,0,265,1,1.0,0,11447,393.0,3,0,0,0,0.0,0,0.0,1588,2008,0,5,1,0
1588,7,1344,4.0,784.0,1344.0,1997,1344,1998,1997.0,2,8,0,200.0,1309.0,97.0,0,0,0,2.0,0,8940,35.0,2,0,0,0,0.0,0,0.0,1589,2008,0,5,2,0
1589,7,1344,4.0,784.0,1344.0,1997,1344,1998,1997.0,2,8,0,200.0,1309.0,78.0,0,0,0,2.0,0,7060,35.0,2,0,0,0,0.0,0,0.0,1590,2008,0,5,2,0
1590,5,1092,0.0,0.0,1092.0,2007,1092,2008,0.0,1,5,0,0.0,0.0,77.0,0,52,0,0.0,0,9278,1092.0,2,0,0,0,0.0,0,0.0,1591,2008,0,5,1,0
1591,6,1189,2.0,392.0,1189.0,1997,1189,1997,1997.0,2,4,0,197.0,864.0,32.0,0,122,0,1.0,0,4500,325.0,2,0,0,0,0.0,0,0.0,1592,2008,0,5,1,0
1592,4,1200,3.0,850.0,1200.0,1964,1200,1964,1964.0,1,6,0,98.0,865.0,150.0,0,119,0,1.0,0,14137,88.0,3,171,0,0,247.0,0,0.0,1593,2008,0,5,1,0
1593,5,1040,2.0,499.0,1040.0,1975,1040,1975,1975.0,1,6,0,0.0,769.0,0.0,0,100,0,0.0,0,4224,271.0,3,0,0,0,0.0,0,0.0,1594,2008,0,6,1,0
1594,5,1304,1.0,336.0,264.0,1976,616,1976,1976.0,1,4,1,0.0,0.0,0.0,141,24,1,0.0,688,2665,264.0,3,0,0,0,0.0,0,0.0,1595,2008,0,6,1,0
1595,5,1475,1.0,336.0,550.0,1976,925,1976,1976.0,2,6,1,0.0,318.0,41.0,92,26,0,0.0,550,2665,232.0,4,0,0,0,0.0,0,0.0,1596,2008,0,7,1,0
1596,4,988,1.0,297.0,526.0,1973,526,2006,1973.0,1,5,0,0.0,501.0,21.0,120,101,0,1.0,462,1974,25.0,2,0,0,0,0.0,0,0.0,1597,2008,0,7,1,0
1597,4,988,1.0,297.0,462.0,1973,526,1973,1973.0,1,4,1,0.0,437.0,21.0,0,101,0,1.0,462,1596,25.0,1,0,0,120,0.0,0,0.0,1598,2008,0,6,1,0
1598,5,1160,1.0,257.0,1113.0,1968,1160,1968,1968.0,1,6,0,0.0,785.0,0.0,81,0,0,1.0,0,17979,328.0,3,0,0,0,0.0,500,0.0,1599,2008,0,6,1,0
1599,6,1092,0.0,0.0,546.0,1970,546,2007,0.0,2,6,0,0.0,358.0,21.0,187,0,1,0.0,546,1477,188.0,3,0,0,0,0.0,0,0.0,1600,2008,0,9,1,0
1600,4,630,0.0,0.0,630.0,1972,630,1972,0.0,1,3,0,0.0,495.0,21.0,88,0,0,1.0,0,1890,135.0,1,0,0,0,0.0,0,0.0,1601,2008,0,7,1,0
1601,5,988,2.0,520.0,988.0,1954,988,1954,1954.0,1,4,0,0.0,0.0,100.0,0,0,0,0.0,0,21750,988.0,2,0,0,0,0.0,0,0.0,1602,2008,0,5,1,0
1602,5,816,1.0,264.0,816.0,1983,816,1983,1983.0,1,4,0,0.0,534.0,59.0,315,0,0,0.0,0,6490,282.0,2,0,0,0,0.0,0,1.0,1603,2008,0,7,1,0
1603,5,923,1.0,264.0,876.0,1984,923,1985,1984.0,1,5,0,0.0,658.0,37.0,362,0,0,1.0,0,6951,218.0,3,0,0,0,0.0,0,0.0,1604,2008,0,5,1,0
1604,5,816,1.0,264.0,816.0,1982,816,2008,1982.0,1,5,1,0.0,641.0,60.0,0,0,0,0.0,0,6600,175.0,3,0,0,0,0.0,0,1.0,1605,2008,0,9,1,0
1605,5,816,2.0,816.0,816.0,1982,816,2003,1985.0,1,4,0,0.0,816.0,60.0,0,0,0,1.0,0,6600,0.0,2,0,0,0,0.0,0,0.0,1606,2008,0,8,1,0
1606,5,845,1.0,264.0,845.0,1982,845,2005,1982.0,1,6,0,0.0,638.0,60.0,0,0,0,0.0,0,6600,207.0,3,0,0,0,0.0,0,0.0,1607,2008,0,6,1,0
1607,6,1750,1.0,423.0,983.0,1940,983,1985,1989.0,2,7,0,0.0,660.0,75.0,245,0,0,1.0,767,12508,323.0,4,0,0,0,0.0,1300,0.0,1608,2008,0,7,1,156
1608,5,889,2.0,484.0,864.0,1984,889,1984,1984.0,1,6,0,0.0,647.0,74.0,0,0,0,0.0,0,12395,217.0,3,0,0,0,0.0,0,0.0,1609,2008,0,6,1,0
1609,5,1968,2.0,530.0,784.0,1969,1168,1969,1969.0,2,7,1,232.0,562.0,0.0,305,189,1,0.0,800,11075,29.0,4,0,0,0,193.0,400,1.0,1610,2008,0,4,1,0
1610,5,1836,1.0,288.0,686.0,1900,1150,1950,1900.0,2,7,0,0.0,0.0,0.0,0,0,0,0.0,686,56600,686.0,4,0,0,0,0.0,0,0.0,1611,2008,0,1,1,0
1611,6,1587,2.0,525.0,1587.0,1971,1587,1971,1971.0,2,7,1,302.0,838.0,85.0,0,44,0,0.0,0,10667,749.0,3,0,0,0,0.0,0,0.0,1612,2007,0,6,1,0
1612,7,1277,2.0,526.0,1277.0,1970,1277,1970,1970.0,1,5,1,0.0,778.0,85.0,0,0,0,1.0,0,10628,499.0,2,176,0,0,0.0,0,0.0,1613,2007,0,5,1,0
1613,7,2223,2.0,516.0,2223.0,1973,2223,1973,1973.0,2,8,2,1115.0,1880.0,95.0,300,0,0,1.0,0,13651,343.0,3,0,0,0,0.0,0,0.0,1614,2007,0,6,1,0
1614,8,2217,2.0,621.0,2217.0,1970,2217,1970,1970.0,2,8,1,0.0,351.0,95.0,81,207,0,1.0,0,15865,1043.0,4,224,0,0,823.0,0,0.0,1615,2007,0,6,1,0
1615,7,1733,2.0,433.0,847.0,2003,847,2003,2003.0,2,7,1,0.0,0.0,0.0,100,48,1,0.0,886,12394,847.0,3,0,0,0,0.0,0,0.0,1616,2007,0,5,1,0
1616,6,1572,2.0,373.0,806.0,1995,806,1996,1995.0,2,7,1,0.0,0.0,0.0,0,40,1,0.0,766,10364,806.0,3,0,0,0,0.0,0,0.0,1617,2007,0,5,1,0
1617,6,1470,2.0,388.0,794.0,1997,794,1997,1997.0,2,6,0,0.0,182.0,0.0,0,75,0,0.0,676,13869,612.0,3,0,0,0,0.0,0,1.0,1618,2007,0,6,1,0
1618,6,1600,2.0,460.0,916.0,1997,916,1997,1997.0,2,7,1,0.0,0.0,57.0,100,38,1,0.0,684,8773,916.0,3,0,0,0,0.0,0,0.0,1619,2007,0,5,1,0
1619,6,1384,2.0,390.0,384.0,1997,754,1997,1997.0,2,7,1,0.0,0.0,56.0,0,0,1,0.0,630,8872,384.0,3,0,0,0,0.0,0,0.0,1620,2007,0,5,1,0
1620,8,1652,2.0,499.0,1494.0,2000,1652,2000,2000.0,2,6,0,0.0,1196.0,41.0,96,48,0,1.0,0,5330,298.0,2,0,0,0,0.0,0,0.0,1621,2007,0,5,1,0
1621,6,1694,2.0,398.0,392.0,1994,924,1994,1994.0,2,7,1,32.0,186.0,0.0,256,64,1,0.0,770,10147,206.0,3,0,0,0,0.0,0,0.0,1622,2007,0,5,1,0
1622,6,1714,2.0,451.0,923.0,1999,947,2000,2000.0,2,7,1,0.0,871.0,0.0,256,48,1,1.0,767,8637,52.0,3,0,0,0,0.0,0,0.0,1623,2007,0,5,1,0
1623,7,1553,2.0,420.0,691.0,1996,691,1996,1996.0,2,6,0,0.0,414.0,63.0,0,44,1,0.0,862,7875,277.0,3,0,0,0,0.0,0,0.0,1624,2007,0,5,1,0
1624,7,1253,2.0,402.0,1237.0,1995,1253,1996,1995.0,2,6,1,38.0,0.0,63.0,220,21,0,0.0,0,7875,1237.0,3,0,0,0,0.0,0,0.0,1625,2007,0,5,1,0
1625,6,2299,2.0,482.0,938.0,1999,957,2003,1999.0,3,7,1,0.0,0.0,60.0,188,30,1,0.0,1342,7500,938.0,5,0,0,0,0.0,0,0.0,1626,2007,0,5,1,0
1626,7,1187,2.0,420.0,1168.0,1992,1187,1993,1992.0,2,6,0,52.0,0.0,0.0,0,21,0,0.0,0,9556,1168.0,3,0,0,0,0.0,0,0.0,1627,2007,0,5,1,0
1627,7,1472,2.0,402.0,384.0,1991,802,1992,1991.0,2,7,1,76.0,0.0,0.0,164,0,1,0.0,670,10784,384.0,3,0,0,0,0.0,0,0.0,1628,2007,0,5,1,0
1628,7,1482,2.0,392.0,384.0,1992,812,1992,1992.0,2,7,1,170.0,0.0,0.0,100,25,1,0.0,670,9125,384.0,3,0,0,0,0.0,0,0.0,1629,2007,0,5,1,0
1629,6,1642,2.0,392.0,903.0,1993,910,1994,1993.0,2,7,1,0.0,0.0,0.0,290,84,1,0.0,732,7655,903.0,3,0,0,0,0.0,0,0.0,1630,2007,0,5,1,0
1630,6,1128,2.0,480.0,1302.0,1964,1128,1964,1964.0,1,6,1,138.0,550.0,160.0,0,108,0,1.0,0,18160,752.0,3,0,0,0,0.0,0,0.0,1631,2007,0,6,1,246
1631,8,1088,2.0,461.0,1074.0,1986,1088,1986,1987.0,1,5,0,0.0,0.0,0.0,0,74,1,0.0,0,3696,1074.0,2,0,0,0,0.0,0,0.0,1632,2007,0,5,1,137
1632,7,2090,2.0,577.0,1190.0,1984,1190,1984,1984.0,2,6,1,0.0,828.0,0.0,219,0,0,1.0,900,5062,180.0,3,0,0,0,182.0,0,0.0,1633,2007,0,5,1,0
1633,8,1179,2.0,480.0,1166.0,1988,1179,1988,1988.0,2,5,0,0.0,248.0,38.0,0,108,0,1.0,0,4740,918.0,2,135,0,0,0.0,0,0.0,1634,2007,0,5,1,0
1634,8,1321,2.0,484.0,1312.0,1990,1321,1990,1990.0,1,4,1,0.0,926.0,35.0,0,64,0,1.0,0,5118,386.0,1,0,0,0,0.0,0,0.0,1635,2007,0,5,1,140
1635,9,1922,3.0,676.0,1922.0,2005,1922,2006,2005.0,2,8,1,200.0,1249.0,86.0,178,51,0,1.0,0,14157,673.0,3,0,0,0,0.0,0,0.0,1636,2007,0,5,1,0
1636,8,2541,3.0,729.0,1149.0,2005,1164,2005,2005.0,3,10,1,146.0,986.0,98.0,120,32,1,1.0,1377,12328,163.0,4,0,0,0,0.0,0,0.0,1637,2007,0,5,1,0
1637,9,2338,3.0,1110.0,2660.0,2006,2338,2007,2005.0,2,8,2,710.0,1101.0,52.0,0,135,1,1.0,0,51974,1559.0,4,322,0,0,0.0,0,0.0,1638,2007,0,5,1,0
1638,5,1424,3.0,828.0,1100.0,1969,1424,1990,1969.0,1,7,0,0.0,1047.0,195.0,144,0,1,1.0,0,41600,53.0,3,0,0,0,0.0,0,0.0,1639,2007,0,5,1,0
1639,9,1612,2.0,556.0,1612.0,2006,1612,2006,2006.0,2,6,1,165.0,797.0,61.0,0,164,0,1.0,0,8035,815.0,2,0,0,0,0.0,0,0.0,1640,2007,0,5,1,0
1640,8,1419,2.0,567.0,1419.0,2007,1419,2007,2007.0,2,7,1,0.0,945.0,60.0,140,0,0,1.0,0,8089,474.0,2,0,0,0,0.0,0,0.0,1641,2007,0,6,1,0
1641,8,2234,2.0,724.0,2220.0,2006,2234,2006,2006.0,1,7,1,945.0,1558.0,85.0,390,80,1,1.0,0,14082,662.0,1,0,0,0,0.0,0,0.0,1642,2007,0,5,1,0
1642,10,2042,3.0,724.0,1742.0,2006,2042,2007,2007.0,2,8,1,250.0,1152.0,81.0,240,52,0,1.0,0,13870,590.0,3,174,0,0,0.0,0,0.0,1643,2007,0,5,1,0
1643,6,1440,2.0,467.0,1440.0,1981,1440,1981,1981.0,2,7,1,310.0,678.0,0.0,0,0,0,0.0,0,12546,762.0,3,0,0,0,0.0,0,0.0,1644,2007,0,7,1,99
1644,6,1284,2.0,480.0,1284.0,1984,1284,1984,1984.0,2,5,0,0.0,256.0,0.0,0,0,0,1.0,0,10960,1028.0,3,0,0,0,0.0,0,0.0,1645,2007,0,5,1,192
1645,6,1868,2.0,477.0,585.0,1984,1140,2003,1984.0,3,7,1,74.0,0.0,78.0,268,112,1,0.0,728,12090,585.0,3,147,0,0,0.0,0,0.0,1646,2007,0,7,1,0
1646,7,1479,2.0,484.0,725.0,1981,725,2003,1981.0,2,6,1,306.0,321.0,78.0,167,72,1,0.0,754,12090,404.0,3,0,0,0,0.0,0,0.0,1647,2007,0,7,1,0
1647,7,1664,2.0,663.0,1529.0,1978,1664,1985,1978.0,2,7,1,67.0,1328.0,93.0,0,0,0,1.0,0,12299,201.0,3,0,0,0,0.0,0,0.0,1648,2007,0,6,1,0
1648,7,1930,2.0,481.0,780.0,1979,1085,1979,1979.0,2,9,1,549.0,758.0,61.0,192,72,1,1.0,845,11339,22.0,4,0,0,0,0.0,0,0.0,1649,2007,0,5,1,0
1649,7,1969,2.0,534.0,808.0,1977,1161,1977,1977.0,2,8,1,0.0,0.0,92.0,0,0,1,0.0,808,11952,808.0,3,276,0,0,0.0,0,0.0,1650,2007,0,6,1,0
1650,6,2030,2.0,551.0,848.0,1976,1118,1976,1976.0,2,8,1,298.0,156.0,0.0,0,224,1,0.0,912,12046,692.0,4,0,0,0,0.0,0,0.0,1651,2007,0,6,1,0
1651,6,1032,2.0,564.0,1032.0,1978,1032,1978,1978.0,2,6,1,233.0,605.0,0.0,0,0,0,0.0,0,10395,427.0,3,0,0,0,0.0,500,1.0,1652,2007,0,6,1,0
1652,6,1177,2.0,495.0,1153.0,1984,1177,1984,1984.0,2,6,0,98.0,781.0,79.0,204,103,0,0.0,0,11850,372.0,3,0,0,0,0.0,0,0.0,1653,2007,0,6,1,0
1653,7,1725,2.0,550.0,539.0,1979,1040,1979,1979.0,2,6,1,96.0,315.0,80.0,0,88,1,0.0,685,11584,114.0,3,0,0,0,110.0,0,0.0,1654,2007,0,6,1,216
1654,6,1353,2.0,478.0,1259.0,1979,1353,1999,1979.0,2,5,1,253.0,903.0,80.0,240,141,0,1.0,0,10400,356.0,2,0,0,0,0.0,0,0.0,1655,2007,0,5,1,0
1655,5,1620,2.0,462.0,780.0,1969,780,1969,1969.0,2,7,0,263.0,493.0,80.0,208,0,1,0.0,840,10793,0.0,4,0,0,0,287.0,0,0.0,1656,2007,0,5,1,0
1656,6,1220,2.0,944.0,1625.0,1971,1220,1971,1971.0,2,6,1,176.0,492.0,128.0,0,0,0,0.0,0,13001,1012.0,2,0,0,0,121.0,0,1.0,1657,2007,0,5,1,249
1657,5,1484,2.0,487.0,1484.0,1971,1484,1971,1971.0,2,7,1,0.0,998.0,70.0,224,0,0,0.0,0,12243,486.0,3,180,0,0,0.0,0,0.0,1658,2007,0,6,1,0
1658,6,1743,2.0,539.0,702.0,1968,1041,1968,1968.0,1,7,1,365.0,384.0,90.0,224,0,2,0.0,702,11700,143.0,3,0,0,0,175.0,0,1.0,1659,2007,0,6,1,0
1659,7,1935,2.0,550.0,793.0,1976,1142,1976,1976.0,2,7,1,233.0,0.0,0.0,0,113,1,0.0,793,12384,793.0,3,0,0,0,0.0,0,0.0,1660,2007,0,7,1,252
1660,7,1324,2.0,585.0,1228.0,1976,1324,1976,1976.0,2,5,1,130.0,624.0,64.0,407,36,0,0.0,0,8991,0.0,3,0,0,0,604.0,0,1.0,1661,2007,0,6,1,0
1661,6,1877,2.0,488.0,1084.0,1974,1084,1974,1974.0,2,8,1,0.0,931.0,80.0,0,96,1,1.0,793,8000,0.0,4,0,0,0,153.0,0,0.0,1662,2007,0,6,1,0
1662,5,1109,1.0,288.0,372.0,1971,576,2005,1971.0,1,5,0,82.0,349.0,70.0,35,0,0,0.0,533,10500,23.0,3,0,0,0,0.0,0,1.0,1663,2007,0,7,1,0
1663,6,981,2.0,576.0,981.0,1971,981,1971,1979.0,1,5,0,0.0,282.0,0.0,0,312,1,1.0,0,10530,664.0,3,0,0,0,35.0,0,0.0,1664,2007,0,5,1,40
1664,7,1479,2.0,484.0,725.0,1972,725,2004,1972.0,1,7,0,138.0,626.0,0.0,0,32,1,1.0,754,7472,99.0,4,0,0,0,0.0,0,0.0,1665,2007,0,9,1,0
1665,5,1422,2.0,576.0,925.0,1970,1422,1990,1988.0,1,7,0,0.0,566.0,63.0,252,0,0,1.0,0,9457,359.0,3,0,0,0,0.0,0,0.0,1666,2007,0,6,1,0
1666,5,914,1.0,368.0,914.0,1970,914,2002,1970.0,1,5,0,32.0,81.0,66.0,120,0,0,0.0,0,7920,214.0,3,0,0,0,619.0,0,0.0,1667,2007,0,5,1,0
1667,5,950,1.0,280.0,950.0,1971,950,1971,1981.0,1,5,0,0.0,412.0,61.0,0,0,0,0.0,0,9758,251.0,3,0,0,0,287.0,0,0.0,1668,2007,0,5,1,0
1668,4,872,4.0,480.0,858.0,1971,872,1971,1974.0,1,5,0,0.0,0.0,70.0,0,0,0,0.0,0,8294,858.0,3,0,0,0,0.0,0,0.0,1669,2007,0,5,1,0
1669,4,858,1.0,684.0,858.0,1971,858,1971,1979.0,1,4,0,0.0,322.0,0.0,0,0,0,0.0,0,7340,536.0,2,0,0,0,0.0,0,0.0,1670,2007,0,6,1,0
1670,4,914,1.0,270.0,914.0,1961,914,1961,1961.0,1,4,0,0.0,314.0,0.0,140,0,0,0.0,0,17199,600.0,2,0,0,0,0.0,0,0.0,1671,2007,0,7,1,0
1671,4,864,2.0,528.0,864.0,1971,864,1971,1974.0,1,5,0,0.0,616.0,60.0,0,0,0,0.0,0,9000,248.0,3,0,0,0,0.0,0,0.0,1672,2007,0,6,1,0
1672,7,767,1.0,367.0,723.0,1998,767,1998,1998.0,1,4,0,182.0,584.0,34.0,120,40,0,1.0,0,4058,0.0,1,0,0,0,139.0,0,0.0,1673,2007,0,5,1,0
1673,6,1337,2.0,511.0,1337.0,2001,1337,2001,2001.0,2,5,1,0.0,0.0,33.0,136,68,0,0.0,0,4113,1337.0,2,0,0,0,0.0,0,0.0,1674,2007,0,5,1,0
1674,6,1337,2.0,522.0,1405.0,1997,1337,1998,1997.0,2,5,1,0.0,930.0,26.0,0,68,0,1.0,0,10943,475.0,2,0,0,0,0.0,0,0.0,1675,2007,0,5,1,0
1675,6,1092,1.0,264.0,525.0,1973,525,1973,1973.0,1,6,0,567.0,312.0,21.0,144,0,1,0.0,567,2205,213.0,3,0,0,0,0.0,0,0.0,1676,2007,0,6,1,0
1676,6,1218,1.0,264.0,672.0,1973,672,1973,1973.0,1,7,0,285.0,356.0,21.0,144,28,1,0.0,546,1890,316.0,3,0,0,0,0.0,0,0.0,1677,2007,0,5,1,0
1677,6,1218,1.0,264.0,672.0,1973,672,1973,1973.0,1,7,0,265.0,0.0,21.0,0,28,1,0.0,546,2058,672.0,4,0,0,0,0.0,0,0.0,1678,2007,0,5,1,0
1678,5,1302,2.0,440.0,630.0,1970,630,1970,1970.0,2,6,0,304.0,0.0,24.0,0,0,1,0.0,672,2016,630.0,3,0,0,0,0.0,0,0.0,1679,2007,0,5,1,0
1679,5,1365,2.0,440.0,765.0,1971,765,1971,1971.0,1,6,0,376.0,471.0,24.0,240,36,1,1.0,600,1920,294.0,2,0,0,0,0.0,0,0.0,1680,2007,0,5,1,0
1680,6,958,2.0,440.0,1078.0,1976,958,1976,1977.0,2,5,1,0.0,120.0,0.0,0,205,0,0.0,0,4928,958.0,2,0,0,0,0.0,0,0.0,1681,2007,0,5,1,0
1681,6,1548,2.0,440.0,804.0,1976,804,1976,1976.0,2,7,1,0.0,556.0,24.0,48,0,1,1.0,744,2308,248.0,3,0,0,0,0.0,0,0.0,1682,2007,0,6,1,0
1682,7,1055,1.0,319.0,1061.0,1978,1055,1978,1978.0,2,4,0,0.0,632.0,24.0,108,32,0,0.0,0,2304,423.0,2,0,0,0,6.0,0,0.0,1683,2007,0,7,1,0
1683,5,988,1.0,360.0,988.0,1966,988,1966,1974.0,1,5,0,52.0,725.0,65.0,0,0,0,1.0,0,7150,263.0,3,0,0,0,0.0,0,0.0,1684,2007,0,6,1,0
1684,9,1816,3.0,730.0,1790.0,2006,1816,2007,2007.0,2,7,1,378.0,1151.0,96.0,186,36,0,1.0,0,12469,639.0,3,0,0,0,0.0,0,0.0,1685,2007,0,5,1,0
1685,9,1828,3.0,774.0,1822.0,2007,1828,2007,2007.0,2,9,1,452.0,48.0,90.0,0,108,0,0.0,0,11694,1774.0,3,260,0,0,0.0,0,0.0,1686,2007,0,5,1,0
