,Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1705,1706,528144050,SC60,RL,86.0,10562,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,0,6,1288.0,1,0.0,294.0,1582.0,GasA,5,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,5,8,8,1,4,Attchd,2007.0,Fin,3.0,789.0,3,3,2,178,120,0,0,0,0,0,No,No,0,Nov,2007,New,Partial,325624
1706,1707,528150040,SC20,RL,94.0,13615,2,None,3,HLS,4,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,5,3,PConc,5,3,3,1,0.0,1,0.0,1802.0,1802.0,GasA,5,Y,SBrkr,1802,0,0,1802,0.0,0.0,2,1,3,1,5,7,8,1,4,Attchd,2006.0,Fin,3.0,843.0,3,3,2,158,105,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,372000
1707,1708,528150110,SC60,RL,99.0,13069,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1706.0,1706.0,GasA,5,Y,SBrkr,1718,1238,0,2956,0.0,0.0,2,1,5,1,5,11,8,1,5,BuiltIn,2004.0,RFn,3.0,916.0,3,3,2,194,50,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,342000
1708,1709,528150120,SC60,RL,99.0,12099,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5,3,2,6,970.0,1,0.0,166.0,1136.0,GasA,5,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,4,10,8,1,4,BuiltIn,2004.0,Fin,3.0,872.0,3,3,2,184,154,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,354000
1709,1710,528166150,SC60,RL,110.0,14277,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5,3,1,6,938.0,1,0.0,379.0,1317.0,GasA,5,Y,SBrkr,1217,1168,0,2385,1.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2003.0,Fin,3.0,818.0,3,3,2,192,228,0,0,0,0,0,No,No,0,Jan,2007,WD ,Normal,350000
1710,1711,528168040,SC60,RL,93.0,11999,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1181.0,1181.0,GasA,5,Y,SBrkr,1234,1140,0,2374,0.0,0.0,2,1,4,1,5,10,8,1,4,BuiltIn,2003.0,Fin,3.0,656.0,3,3,2,104,100,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,285000
1711,1712,528172030,SC60,RL,0.0,12568,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,4,3,PConc,5,3,2,6,669.0,1,0.0,226.0,895.0,GasA,5,Y,SBrkr,895,923,0,1818,1.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,2007.0,Fin,3.0,774.0,3,3,2,196,104,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,281500
1712,1713,528172050,SC20,RL,70.0,9926,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,1178.0,1,0.0,436.0,1614.0,GasA,5,Y,SBrkr,1614,0,0,1614,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,RFn,3.0,878.0,3,3,2,100,38,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,245700
1713,1714,528172070,SC20,RL,71.0,9254,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,0,6,119.0,1,0.0,1602.0,1721.0,GasA,5,Y,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,RFn,2.0,554.0,3,3,2,168,27,0,0,0,0,0,No,No,0,Jan,2007,WD ,Normal,232698
1714,1715,528172075,SC60,RL,92.0,10732,2,None,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1298.0,1298.0,GasA,5,Y,SBrkr,1298,530,0,1828,0.0,0.0,2,1,3,1,4,7,8,0,0,BuiltIn,2006.0,RFn,3.0,876.0,3,3,2,0,40,0,0,0,0,0,No,No,0,Feb,2007,New,Partial,250000
1715,1716,528174010,SC120,RL,61.0,7577,2,None,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,2,5,20.0,1,0.0,1342.0,1362.0,GasA,5,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2005.0,RFn,2.0,460.0,3,3,2,192,28,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,194700
1716,1717,528174020,SC120,RL,34.0,3901,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,2,5,866.0,1,0.0,436.0,1302.0,GasA,5,Y,SBrkr,1302,0,0,1302,1.0,0.0,1,1,1,1,4,5,8,1,4,Attchd,2005.0,RFn,2.0,631.0,3,3,2,110,50,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,204000
1717,1718,528174030,SC120,RL,34.0,3903,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,2,5,1030.0,1,0.0,272.0,1302.0,GasA,5,Y,SBrkr,1302,0,0,1302,1.0,0.0,1,1,1,1,4,5,8,1,4,Attchd,2005.0,RFn,2.0,631.0,3,3,2,110,50,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,200000
1718,1719,528174040,SC120,RL,41.0,6289,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,2,5,762.0,1,0.0,600.0,1362.0,GasA,5,Y,SBrkr,1362,0,0,1362,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2005.0,RFn,2.0,460.0,3,3,2,192,28,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,207000
1719,1720,528181060,SC120,RL,34.0,4590,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4,4,1,6,24.0,1,0.0,1530.0,1554.0,GasA,5,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2006.0,RFn,2.0,627.0,3,3,2,156,73,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,209500
1720,1721,528181070,SC120,RL,34.0,4590,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4,4,1,6,24.0,1,0.0,1530.0,1554.0,GasA,5,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2006.0,RFn,2.0,627.0,3,3,2,156,73,0,0,0,0,0,No,No,0,May,2007,CWD,Normal,209500
1721,1722,528181080,SC120,RL,44.0,6442,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,1,6,24.0,1,0.0,1346.0,1370.0,GasA,5,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2006.0,RFn,2.0,484.0,3,3,2,120,49,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,202500
1722,1723,528186050,SC120,RL,48.0,7841,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,5,3,PConc,5,3,0,6,848.0,1,0.0,729.0,1577.0,GasA,5,Y,SBrkr,1577,0,0,1577,1.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2005.0,RFn,2.0,564.0,3,3,2,203,39,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,280000
1723,1724,528186090,SC120,RL,60.0,7313,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,3,PConc,5,3,0,6,1153.0,1,0.0,408.0,1561.0,GasA,5,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2005.0,Fin,2.0,556.0,3,3,2,203,47,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,277500
1724,1725,528186120,SC120,RL,68.0,7820,2,None,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,5,3,PConc,5,3,0,1,0.0,1,0.0,1869.0,1869.0,GasA,5,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2007.0,RFn,2.0,617.0,3,3,2,210,54,0,0,0,0,0,No,No,0,Dec,2007,New,Partial,318061
1725,1726,528186190,SC120,RL,48.0,6240,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,0,6,24.0,1,0.0,1300.0,1324.0,GasA,5,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2006.0,Fin,2.0,550.0,3,3,2,0,38,0,0,0,0,0,No,No,0,Sep,2007,New,Partial,221370
1726,1727,528188160,SC120,RL,48.0,3242,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,4,3,PConc,4,3,0,6,1000.0,1,0.0,405.0,1405.0,GasA,5,Y,SBrkr,1405,0,0,1405,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2003.0,RFn,2.0,478.0,3,3,2,136,36,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,200000
1727,1728,528218010,SC60,RL,59.0,15810,2,None,3,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,4,3,0,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,SBrkr,768,728,0,1496,0.0,0.0,3,0,3,1,4,7,8,0,0,Attchd,2007.0,Unf,2.0,572.0,3,3,2,100,0,0,0,0,0,0,No,No,0,May,2007,New,Partial,181755
1728,1729,528218020,SC60,RL,65.0,10237,2,None,4,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,SBrkr,768,768,0,1536,0.0,0.0,2,1,3,1,4,6,8,1,4,Attchd,2005.0,Fin,2.0,400.0,3,3,2,100,38,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,176000
1729,1730,528218050,SC60,RL,65.0,10237,2,None,4,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,783.0,783.0,GasA,5,Y,SBrkr,783,701,0,1484,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2005.0,Fin,2.0,393.0,3,3,2,0,72,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,178900
1730,1731,528218100,SC60,RL,58.0,13204,2,None,3,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,3,3,PConc,4,3,0,1,0.0,1,0.0,608.0,608.0,GasA,5,Y,SBrkr,608,850,0,1458,0.0,0.0,2,0,3,1,4,6,8,0,0,BuiltIn,2007.0,Fin,2.0,454.0,3,3,2,100,33,0,0,0,0,0,No,No,0,May,2007,New,Partial,168165
1731,1732,528221030,SC60,RL,62.0,8857,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,738.0,738.0,GasA,5,Y,SBrkr,738,757,0,1495,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2006.0,RFn,2.0,440.0,3,3,2,100,30,0,0,0,0,0,No,No,0,Mar,2007,New,Partial,171925
1732,1733,528221040,SC60,RL,63.0,9729,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,698.0,698.0,GasA,5,Y,SBrkr,698,1048,0,1746,1.0,0.0,2,1,3,1,4,6,8,1,4,BuiltIn,2007.0,Unf,3.0,350.0,3,3,2,0,34,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,198444
1733,1734,528221050,SC20,RL,88.0,12216,2,None,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,918.0,1,0.0,408.0,1326.0,GasA,5,Y,SBrkr,1326,0,0,1326,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2005.0,Fin,2.0,388.0,3,3,2,120,23,0,0,0,0,0,No,Shed,2000,Jun,2007,WD ,Normal,203000
1734,1735,528221090,SC60,RL,65.0,9018,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2007.0,Fin,2.0,400.0,3,3,2,100,24,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,179540
1735,1736,528222030,SC20,RL,73.0,8993,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1302.0,1302.0,GasA,5,Y,SBrkr,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,Fin,2.0,436.0,3,3,2,0,22,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,176485
1736,1737,528222040,SC20,RL,73.0,8899,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1316.0,1340.0,GasA,5,Y,SBrkr,1340,0,0,1340,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,Fin,2.0,396.0,3,3,2,100,30,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,181134
1737,1738,528222050,SC60,RL,73.0,8499,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,616.0,616.0,GasA,5,Y,SBrkr,616,796,0,1412,0.0,0.0,2,1,3,1,4,6,8,1,4,BuiltIn,2007.0,Fin,2.0,432.0,3,3,2,0,36,0,0,0,0,0,No,No,0,Mar,2007,New,Partial,156932
1738,1739,528222060,SC60,RL,72.0,8229,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,4,3,PConc,4,3,2,1,0.0,1,0.0,752.0,752.0,GasA,5,Y,SBrkr,752,752,0,1504,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2007.0,Fin,2.0,440.0,3,3,2,100,32,0,0,0,0,0,No,No,0,Dec,2007,New,Partial,166000
1739,1740,528222080,SC60,RL,64.0,7713,2,None,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,4,3,PConc,4,3,0,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2007.0,Fin,2.0,400.0,3,3,2,100,24,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,177594
1740,1741,528222090,SC20,RL,64.0,7697,2,None,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1246.0,1246.0,GasA,5,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,RFn,2.0,462.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,173500
1741,1742,528228270,SC120,RL,53.0,3922,2,None,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1258.0,1258.0,GasA,5,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2007.0,Fin,3.0,648.0,3,3,2,144,16,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,172500
1742,1743,528228275,SC120,RL,53.0,3922,2,None,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1258.0,1258.0,GasA,5,Y,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,4,7,8,1,4,Attchd,2006.0,Fin,3.0,648.0,3,3,2,120,16,0,0,0,0,0,No,No,0,Feb,2007,New,Partial,194201
1743,1744,528228375,SC120,RL,0.0,3621,2,None,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,3,6,1084.0,1,0.0,322.0,1406.0,GasA,5,Y,SBrkr,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,8,1,3,Attchd,2003.0,Fin,3.0,630.0,3,3,2,143,20,0,0,0,0,0,No,No,0,Nov,2007,WD ,Normal,226500
1744,1745,528228555,SC20,RL,53.0,3710,2,None,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1266.0,1266.0,GasA,5,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2007.0,Fin,2.0,388.0,3,3,2,100,16,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,185485
1745,1746,528231010,SC20,RL,182.0,14572,2,None,1,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,1300.0,1,0.0,230.0,1530.0,GasA,5,Y,SBrkr,1530,0,0,1530,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2004.0,Fin,3.0,630.0,3,3,2,144,36,0,0,0,0,0,No,No,0,Nov,2007,WD ,Family,259000
1746,1747,528231030,SC80,RL,65.0,16219,2,None,2,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,779.0,1,0.0,56.0,835.0,GasA,5,Y,SBrkr,1119,0,0,1119,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2004.0,Fin,2.0,437.0,3,3,2,100,24,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,188500
1747,1748,528235000,SC80,RL,87.0,11084,2,None,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,192.0,1,0.0,192.0,384.0,GasA,5,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,4,8,8,1,4,BuiltIn,2004.0,Fin,2.0,400.0,3,3,2,100,0,0,0,0,0,0,No,No,0,Jun,2007,WD ,Family,175000
1748,1749,528235160,SC60,RL,59.0,11796,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,1112,0,1959,0.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,2004.0,Fin,2.0,434.0,3,3,2,100,48,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,215000
1749,1750,528235170,SC20,RL,59.0,10936,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1510.0,1510.0,GasA,5,Y,SBrkr,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,8,1,4,Attchd,2006.0,RFn,2.0,534.0,3,3,2,100,18,0,0,0,0,0,No,No,0,Apr,2007,New,Partial,206580
1750,1751,528240020,SC60,RL,62.0,8244,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2004.0,Fin,2.0,440.0,3,3,2,100,48,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,183500
1751,1752,528250010,SC80,RL,0.0,11950,2,None,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,384.0,384.0,GasA,5,Y,SBrkr,754,640,0,1394,0.0,0.0,2,1,3,1,4,7,8,1,3,BuiltIn,2003.0,Fin,2.0,400.0,3,3,2,100,0,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,165500
1752,1753,528250070,SC60,RL,63.0,7875,2,None,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,0,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,2003.0,Fin,2.0,434.0,3,3,2,0,48,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,211000
1753,1754,528275035,SC60,RL,0.0,8063,2,None,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,924.0,924.0,GasA,5,Y,SBrkr,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,2000.0,RFn,2.0,463.0,3,3,2,100,48,0,0,0,0,0,No,No,0,Nov,2007,WD ,Abnorml,181000
1754,1755,528275110,SC60,RL,0.0,8740,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,574.0,1,0.0,280.0,854.0,GasA,5,Y,SBrkr,864,1131,0,1995,0.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,2002.0,Fin,2.0,435.0,3,3,2,264,48,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,219500
1755,1756,528280110,SC60,RL,62.0,7917,2,None,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,953.0,953.0,GasA,5,Y,SBrkr,953,694,0,1647,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1999.0,RFn,2.0,460.0,3,3,2,0,40,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,175000
1756,1757,528280150,SC80,RL,76.0,9967,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,384.0,384.0,GasA,5,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,8,1,3,BuiltIn,2000.0,RFn,2.0,400.0,3,3,2,100,0,0,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,170000
